Sigla,Código,Município,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GO,5203575,Bonópolis,,,,,,,,,,,,1,,,1,1,,,,,,,1,1,1,1,1,,1
GO,5203609,Brazabrantes,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,2
GO,5203807,Britânia,,1,1,3,,,1,,1,2,,,3,1,1,1,1,,,,1,1,1,4,2,2,1,2,3
GO,5203906,Buriti Alegre,1,,1,,,,1,2,3,,,1,,1,,1,1,,,2,2,1,5,,4,5,8,2,3
GO,5203939,Buriti de Goiás,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,1,,2
GO,5203962,Buritinópolis,,,,,,,,,,,,,,,,,,,2,,,2,1,1,,1,1,2,2
GO,5204003,Cabeceiras,1,2,1,,1,3,1,3,2,1,8,1,2,5,,,1,1,,1,,,1,1,4,3,1,,4
GO,5204102,Cachoeira Alta,2,,1,2,,,2,,1,1,3,1,,2,2,,,1,2,,1,1,2,2,,,2,3,
GO,5204201,Cachoeira de Goiás,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,2,
GO,5204250,Cachoeira Dourada,,3,,1,,,2,,,,,,1,3,2,,1,,1,2,1,,2,1,3,1,2,1,1
GO,5204300,Caçu,3,3,5,5,3,2,,3,1,,2,1,3,2,1,,,3,1,1,,5,6,3,5,,2,2,1
GO,5204409,Caiapônia,2,2,4,4,2,2,,1,3,3,1,2,4,4,6,2,4,1,4,6,6,5,6,3,2,8,4,7,8
GO,5204508,Caldas Novas,2,4,3,5,11,1,5,6,4,10,9,12,12,7,11,11,21,20,17,25,38,26,30,40,26,42,38,52,42
GO,5204557,Caldazinha,,,,,,,,,1,,,,,,,,,,,,,1,1,1,3,4,,1,1
GO,5204607,Campestre de Goiás,,1,1,,,,,,,,,,,,1,,1,1,,,,1,,,,1,1,,1
GO,5204656,Campinaçu,,,,1,,1,,,2,,2,,,1,,,1,,2,,1,4,1,2,1,1,,,1
GO,5204706,Campinorte,,1,,,,2,,,,1,,1,,1,,,1,3,3,,2,1,6,3,1,3,3,2,4
GO,5204805,Campo Alegre de Goiás,2,,,,,,,,,2,2,3,1,1,1,,,,3,3,2,,2,,1,2,3,3,2
GO,5204854,Campo Limpo de Goiás,,,,,,,,,,,,2,2,1,2,1,2,,1,,,3,2,3,3,7,4,4,4
GO,5204904,Campos Belos,2,2,1,,1,,1,5,3,4,2,6,6,4,5,3,6,2,6,1,,4,7,8,7,8,6,4,6
GO,5204953,Campos Verdes,2,2,3,1,1,1,1,,,,1,3,2,,3,4,1,1,1,2,1,2,3,4,3,1,5,1,2
GO,5205000,Carmo do Rio Verde,3,,3,1,1,2,1,1,3,,,3,1,,1,2,1,1,1,,5,,2,2,1,1,,7,6
GO,5205059,Castelândia,,,,,,,2,1,,,,,,1,1,,,,1,1,1,1,1,,,2,,1,
GO,5205109,Catalão,13,13,11,5,7,5,11,10,11,6,12,6,10,7,11,9,13,7,8,11,19,11,15,35,50,40,25,22,17
GO,5205208,Caturaí,,,,,,,,,1,,,1,1,,,,,,,,2,1,,,1,1,,1,
GO,5205307,Cavalcante,,1,2,1,,2,1,1,3,1,1,1,2,1,3,,1,2,,,,1,,3,2,3,1,1,
GO,5205406,Ceres,,5,1,3,,3,3,3,2,4,5,1,2,1,4,2,1,2,2,,5,3,2,3,10,4,2,6,2
GO,5205455,Cezarina,,1,,,2,,2,,,1,3,,1,,4,,2,1,1,,6,2,4,3,,3,,2,3
GO,5205471,Chapadão do Céu,,,,,,,,,,,1,,1,2,,,3,3,2,4,1,4,2,3,,4,,1,3
GO,5205497,Cidade Ocidental,,,,1,2,4,,3,12,12,3,15,19,16,31,27,36,32,31,41,41,37,31,57,61,45,34,30,31
GO,5205513,Cocalzinho de Goiás,,1,2,,1,1,5,2,3,2,5,6,5,5,3,1,6,3,7,7,8,7,6,9,4,7,7,3,7
GO,5205521,Colinas do Sul,2,,,,,,,,,2,5,,,,1,2,,1,,2,,1,1,3,1,5,2,1,1
GO,5205703,Córrego do Ouro,,,,,1,1,,,2,,1,,,,2,,,,,,1,,,2,,,,,
GO,5205802,Corumbá de Goiás,5,7,3,1,4,2,1,1,4,2,,2,,1,,2,2,1,,1,6,1,4,2,1,4,1,1,2
GO,5205901,Corumbaíba,,,1,,,2,,,,1,3,,,,1,2,3,1,1,1,1,,4,4,1,1,,,5
GO,5206206,Cristalina,5,3,3,6,1,2,2,1,6,21,12,19,23,12,17,22,26,31,23,27,27,33,35,28,52,33,40,32,29
GO,5206305,Cristianópolis,,1,1,,,,,,2,,,,,1,,,,1,1,1,,,1,,3,,2,2,3
GO,5206404,Crixás,6,5,4,2,2,1,1,3,1,5,,,2,2,3,2,3,3,,3,3,4,4,7,8,9,4,10,7
GO,5206503,Cromínia,1,,,,,,,,,,,,,1,1,,,,1,,,,,2,,,,,
GO,5206602,Cumari,1,,,,,1,,,,,,,,,2,1,1,,,1,,,,1,2,,,,2
GO,5206701,Damianópolis,,1,,,,,,,,,,,1,,,,1,,2,1,,,2,,,,,2,
GO,5206800,Damolândia,,,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,1,1
GO,5206909,Davinópolis,1,,1,,,,,1,,,,,,,1,1,,,,,,,1,1,1,1,1,1,
GO,5207105,Diorama,,,2,,,1,,,,,,,1,,,,1,,1,1,,,,,,,,,1
GO,5207253,Doverlândia,1,2,2,2,,,1,1,,1,,1,6,1,1,2,,1,1,3,8,3,4,2,1,2,1,,2
GO,5207352,Edealina,1,1,,,,1,,1,2,,,,,1,1,,,2,,,,,1,2,1,2,1,1,
GO,5207402,Edéia,1,,2,2,1,1,,2,2,1,,1,2,1,,1,2,3,5,1,1,2,2,3,1,11,8,2,5
GO,5207501,Estrela do Norte,1,2,,,1,,,,,,,,,1,1,,,,2,,,1,,1,,2,1,,1
GO,5207535,Faina,2,1,,,,,,1,2,2,1,1,1,,,,,1,,1,,1,1,1,,,4,1,2
GO,5207600,Fazenda Nova,1,1,,1,,3,2,,1,2,,1,,2,,,1,1,2,2,1,,4,5,5,3,1,2,
GO,5207808,Firminópolis,1,,,5,1,2,1,,,1,1,,1,,1,1,1,,,1,,,1,2,,,1,1,2
GO,5207907,Flores de Goiás,3,,2,5,3,,2,1,2,2,5,2,7,7,2,4,5,2,1,5,4,2,7,3,5,4,4,1,4
GO,5208004,Formosa,17,15,13,13,13,19,18,19,24,19,35,35,38,42,50,58,41,45,48,56,72,68,55,70,74,62,71,42,50
GO,5208103,Formoso,4,,2,,1,1,1,9,,,1,,,,,2,,1,,,1,2,2,,,,,2,
GO,5208152,Gameleira de Goiás,,,,,,,,,,,1,,,,1,1,2,,,,1,2,,,,,2,,1
GO,5208301,Divinópolis de Goiás,,2,1,,,,,1,2,,,1,4,2,2,1,1,1,1,2,1,1,,,1,,1,1,
GO,5208400,Goianápolis,,2,,2,2,4,1,3,3,,3,2,2,,1,2,1,3,2,,7,2,3,7,4,7,6,5,5
GO,5208509,Goiandira,,,,,,,,,,1,,,,1,1,,,,1,1,,,,1,1,1,,,1
GO,5208608,Goianésia,9,6,4,6,7,2,1,4,4,7,9,13,9,10,10,15,13,21,20,14,11,24,14,24,20,11,17,23,16
GO,5208707,Goiânia,215,230,247,276,237,226,235,318,313,327,430,319,327,340,322,344,451,425,402,536,623,651,707,698,606,585,588,436,400
GO,5208806,Goianira,4,2,1,3,1,2,3,1,2,2,3,6,9,5,4,5,14,6,14,20,21,25,29,22,30,38,35,18,22
GO,5208905,Goiás,7,4,3,2,2,2,1,3,1,1,4,3,2,3,3,2,4,1,3,2,6,8,11,5,2,10,8,4,2
GO,5209101,Goiatuba,8,3,9,4,5,5,3,5,4,4,2,9,5,10,4,10,7,9,7,12,6,9,4,3,13,10,9,7,6
GO,5209150,Gouvelândia,3,2,,,1,,,,1,1,,2,,,,,,1,1,1,2,3,1,2,2,,3,5,2
GO,5209200,Guapó,2,,1,1,3,,,1,1,2,1,1,5,3,5,1,1,1,2,5,7,5,10,4,8,11,9,4,3
GO,5209291,Guaraíta,,1,,,,,,,1,,,,,1,,,,,1,,,1,,,1,,1,1,
GO,5209408,Guarani de Goiás,,,,,1,,,1,,2,,,,,,,1,,2,,,,,,1,2,,1,1
GO,5209457,Guarinos,,1,,,,1,,,,,,,,1,,,,1,,,,1,,1,,,1,1,
GO,5209606,Heitoraí,,1,,,,,1,2,,,,,,1,,,,3,,1,2,,1,1,2,,2,1,
GO,5209705,Hidrolândia,,1,,2,2,1,,,1,4,1,1,3,1,3,4,3,3,3,5,6,8,11,9,14,15,7,10,13
GO,5209804,Hidrolina,,1,1,,,,,1,,,1,,,,,,,,1,,,1,,,1,,2,,1
GO,5209903,Iaciara,4,2,,1,,1,1,2,,3,,1,5,3,2,6,6,3,7,3,2,6,3,1,6,5,2,4,4
GO,5209937,Inaciolândia,,,,,,1,,,,1,,1,1,1,1,,,1,,,4,,4,2,3,2,4,2,2
GO,5209952,Indiara,1,2,1,1,1,1,2,,7,1,5,1,2,,3,1,2,1,3,3,5,9,5,3,3,12,6,9,4
GO,5210000,Inhumas,4,4,2,2,4,5,4,1,3,,5,3,11,14,4,17,16,15,30,17,15,19,8,22,25,23,16,16,18
GO,5210109,Ipameri,3,4,3,3,4,,2,2,2,3,4,5,6,2,4,6,1,4,2,4,12,7,7,12,8,7,9,10,8
GO,5210158,Ipiranga de Goiás,,,,,,,,,,,,,,,,,,,2,,1,2,1,2,,1,1,,
GO,5210208,Iporá,7,5,4,6,3,6,2,3,4,1,2,5,2,6,4,9,9,2,9,4,4,5,12,5,5,7,13,2,6
GO,5210307,Israelândia,,,1,,,1,,,,1,1,,,,1,,,,,1,2,,2,,,,,,
GO,5210406,Itaberaí,4,3,6,2,1,5,4,7,6,2,9,7,3,1,4,6,3,7,8,3,8,5,7,16,20,24,44,23,13
GO,5210562,Itaguari,,,1,1,,,1,,4,,,,,1,,,,,1,,1,1,2,3,,,3,3,1
GO,5210604,Itaguaru,,1,1,,1,,,,1,,,,1,1,3,1,1,1,1,1,,1,1,3,2,,,,1
GO,5210802,Itajá,,1,1,1,1,,,1,1,,,1,,1,,2,,1,,1,,,,1,2,,1,1,
GO,5210901,Itapaci,,,,1,2,1,,2,1,3,1,3,3,4,6,1,1,3,4,6,1,6,2,3,5,9,12,4,8
GO,5211008,Itapirapuã,4,2,1,2,,,,,,,2,,,2,2,3,2,1,2,,4,1,3,,1,2,1,3,4
GO,5211206,Itapuranga,6,3,,,,1,,4,2,1,4,1,3,3,1,,3,5,3,2,4,5,6,7,4,9,8,10,6
GO,5211305,Itarumã,1,,3,,,3,,,,1,,1,1,1,1,1,1,,,2,1,1,1,1,,2,3,1,2
GO,5211404,Itauçu,2,,1,1,,,,,,1,1,,1,1,,1,1,,,,3,4,,3,2,2,1,4,
GO,5211503,Itumbiara,24,19,15,22,13,22,17,19,21,23,11,11,25,10,12,16,21,23,12,28,32,40,43,48,40,40,52,35,36
GO,5211602,Ivolândia,,,,,,,1,,,,,1,1,,,3,,1,,,,1,,,,,,,
GO,5211701,Jandaia,,,,1,1,,,2,1,2,3,1,1,1,1,,,1,,3,,2,,2,4,2,1,,1
GO,5211800,Jaraguá,6,2,3,2,2,5,2,3,5,3,9,8,16,8,12,12,13,11,2,13,14,6,9,13,15,16,15,17,27
GO,5211909,Jataí,14,6,15,9,8,12,6,10,13,14,12,7,12,20,15,24,21,36,36,24,37,60,48,28,36,39,25,34,23
GO,5212006,Jaupaci,,,,,,1,,2,,,,1,,,,2,,,1,,,1,,,,,,1,
GO,5212055,Jesúpolis,,,,,,,,,,,1,1,,,,,,1,1,,,,,1,1,1,,,
GO,5212105,Joviânia,1,1,,,,1,1,1,1,,,1,,,,,2,3,1,2,,1,2,2,2,3,1,2,2
GO,5212204,Jussara,,4,,4,3,,3,1,2,,,2,1,1,1,5,6,2,1,6,1,7,3,7,8,13,6,10,3
GO,5212253,Lagoa Santa,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
GO,5212303,Leopoldo de Bulhões,,,1,,,2,1,1,1,1,,1,1,1,1,,2,2,2,2,,4,1,1,1,5,2,4,3
GO,5212501,Luziânia,46,39,52,56,57,52,16,6,66,37,52,80,102,120,109,107,110,109,144,173,189,145,135,143,165,129,96,74,94
GO,5212600,Mairipotaba,2,,,1,,,,,,,,,,,,,,1,,,,1,,1,1,,1,,1
GO,5212709,Mambaí,,,,,1,,2,,1,,,,1,1,,,3,,,1,,4,2,3,5,1,2,2,3
GO,5212808,Mara Rosa,2,2,,1,1,,,,1,1,,3,5,1,,1,1,3,,2,3,,3,2,4,3,,5,4
GO,5212907,Marzagão,,,1,,1,,,,2,,,,,,,,1,1,,1,,1,,,,1,,,2
GO,5212956,Matrinchã,,,,1,,,,,,3,,,1,1,,,1,,,1,,,,3,1,1,2,1,
GO,5213004,Maurilândia,,3,1,4,1,4,2,3,1,1,1,3,4,5,7,2,3,4,1,2,6,2,6,11,6,13,10,5,6
GO,5213053,Mimoso de Goiás,1,,1,,,1,,1,,,,,,,2,,,,,1,,,,,1,,,,
GO,5213087,Minaçu,5,5,6,5,3,4,1,4,2,4,4,3,10,5,8,1,5,3,8,4,7,13,5,9,6,9,5,5,4
GO,5213103,Mineiros,8,4,1,4,4,4,6,6,6,4,4,8,8,5,9,13,10,10,10,7,13,17,16,11,17,31,13,16,17
GO,5213400,Moiporá,,,,1,,,,1,,,,,1,,1,,,,,,1,,,,,1,,1,
GO,5213509,Monte Alegre de Goiás,,2,,,2,,,,,,2,3,1,1,3,,1,1,1,1,2,,,2,,,,1,
GO,5213707,Montes Claros de Goiás,3,4,,1,1,,2,,1,,3,2,4,,2,4,,,2,2,1,,2,1,2,1,,3,2
GO,5213756,Montividiu,1,1,,2,,,2,1,,1,2,1,1,2,2,,2,1,3,1,1,7,4,4,1,5,4,3,5
GO,5213772,Montividiu do Norte,,,,,,,,,,,,,,,,1,,,,,2,,1,1,1,,1,,
GO,5213806,Morrinhos,10,4,5,5,1,1,3,4,6,7,5,8,3,3,6,6,4,6,7,4,6,7,6,6,11,9,10,8,9
GO,5213855,Morro Agudo de Goiás,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,
GO,5213905,Mossâmedes,,,1,,,,,,,,,,,,,1,,1,,1,1,,,,1,1,,2,
GO,5214002,Mozarlândia,1,2,5,1,,,2,,1,4,3,,1,1,1,1,6,3,2,2,4,2,6,3,8,13,7,8,11
GO,5214051,Mundo Novo,1,1,,1,1,,1,,,1,,1,1,4,,5,,1,1,,2,2,,4,2,1,3,3,1
GO,5214101,Mutunópolis,1,,,,,,,,,,1,,1,,,,,,1,,,,,,1,,,1,1
GO,5214408,Nazário,1,,,1,2,1,,,,,2,,,2,4,1,1,,,,1,1,,,2,2,2,1,5
GO,5214507,Nerópolis,2,4,1,3,,2,1,1,3,3,4,3,2,4,3,5,4,4,13,9,15,5,6,3,18,9,10,15,16
GO,5214606,Niquelândia,8,8,8,2,2,6,8,4,6,8,13,14,18,10,9,7,5,3,16,17,21,15,10,20,14,9,24,13,16
GO,5214705,Nova América,,,,,,1,,,,,,1,1,1,,,,,1,,,,1,,1,,,,
GO,5214804,Nova Aurora,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,
GO,5214838,Nova Crixás,,5,1,1,,1,1,2,1,1,3,3,2,4,3,6,4,1,2,,2,5,2,4,2,5,,2,7
GO,5214861,Nova Glória,1,,,,,1,2,,1,,,1,1,1,,1,,1,,2,1,2,2,1,,2,1,1,4
GO,5214879,Nova Iguaçu de Goiás,,,,1,,,,,,,,,,,,,,1,1,2,,,3,,,1,1,,
GO,5214903,Nova Roma,,,,,,,,1,,,,1,1,,,1,,,,,2,,,1,,,,,2
GO,5215009,Nova Veneza,,,,,1,1,,,,,1,,,,1,,,1,,,1,1,2,2,3,,5,1,1
GO,5215207,Novo Brasil,1,1,,,1,,,,1,,,1,1,,,1,,1,1,1,1,1,3,,1,2,,2,1
GO,5215231,Novo Gama,,,,,,8,10,8,32,21,23,56,46,64,61,56,54,88,69,57,80,79,77,79,64,34,39,40,39
GO,5215256,Novo Planalto,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1
GO,5215306,Orizona,3,,1,,1,1,,2,,1,,2,1,1,4,1,2,,1,4,4,1,2,4,2,,2,3,1
GO,5215405,Ouro Verde de Goiás,1,1,,,2,,,,3,,1,1,,,2,,1,,2,,,1,,,,1,1,,2
GO,5215504,Ouvidor,,1,1,,,1,,1,1,,,2,,,1,,,,1,1,,2,2,3,,2,1,,
GO,5215603,Padre Bernardo,4,4,2,3,4,5,1,8,3,7,5,12,6,5,7,11,7,8,17,10,10,17,8,11,15,6,9,11,8
GO,5215652,Palestina de Goiás,,1,,,,,,1,1,1,1,,2,,2,1,,,,,2,1,,,2,1,,,
GO,5215702,Palmeiras de Goiás,1,,4,1,4,,,3,1,,,3,2,,2,1,3,1,6,3,5,8,2,10,3,6,10,7,8
GO,5215801,Palmelo,,,,,,1,,,,,,,,1,,1,1,,,,1,,,,,1,,1,
GO,5215900,Palminópolis,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,3,,
GO,5216007,Panamá,1,,1,2,,,,,,,,,1,,,,,,,1,,1,,1,1,,1,,1
GO,5216304,Paranaiguara,1,,,,2,1,1,1,1,3,1,1,,2,1,1,1,1,,,3,5,3,3,4,3,2,2,3
GO,5216403,Paraúna,5,1,8,,3,,,4,3,,1,1,,1,1,4,4,1,,3,2,1,3,2,3,5,3,3,5
GO,5216452,Perolândia,,,,,,,,1,1,,2,,1,1,,1,,,,,3,,2,1,1,1,,,2
GO,5216809,Petrolina de Goiás,2,3,2,2,3,1,1,1,5,,2,2,1,,,2,,1,,,4,1,3,,1,1,1,,
GO,5216908,Pilar de Goiás,,,1,,,,,3,,,1,,1,1,,,,1,,1,,2,1,,,,,1,1
GO,5217104,Piracanjuba,3,2,2,1,4,1,,2,1,2,1,6,3,5,5,1,5,3,4,6,9,4,3,14,11,5,6,5,15
GO,5217203,Piranhas,,3,3,5,,1,,1,1,3,,2,2,,1,2,1,1,3,1,1,1,1,4,1,,2,2,
GO,5217302,Pirenópolis,10,7,1,,,1,1,2,4,3,1,3,4,5,1,,3,5,5,3,6,8,1,4,6,4,4,10,13
GO,5217401,Pires do Rio,4,4,2,2,3,,,2,1,4,7,4,8,2,4,4,4,6,2,1,2,7,10,6,12,6,12,9,8
GO,5217609,Planaltina,12,8,12,6,17,20,30,19,23,32,44,42,53,48,22,25,57,34,40,49,71,90,81,68,82,55,66,43,38
GO,5217708,Pontalina,3,,4,,3,3,1,2,,3,2,4,1,2,4,1,1,6,5,4,1,3,6,2,7,3,1,1,8
GO,5218003,Porangatu,4,6,7,5,2,2,6,4,1,5,3,4,5,9,6,5,4,4,4,9,7,9,6,9,9,8,7,7,8
GO,5218052,Porteirão,,,,,,,,,,,,,,,,1,1,,,,,1,3,4,1,,3,1,1
GO,5218102,Portelândia,1,,,,,,,,,2,1,,,,,1,,1,1,,,1,,2,2,,1,1,4
GO,5218300,Posse,,2,,,2,6,,3,,4,6,3,5,3,1,2,7,4,7,6,3,6,13,13,18,16,15,2,6
GO,5218391,Professor Jamil,,,,,,,,,,,,1,,,1,,,,1,,2,,,,1,1,1,2,2
GO,5218508,Quirinópolis,11,6,14,11,3,4,3,2,2,7,4,5,11,13,4,7,5,5,4,3,18,34,36,43,18,26,18,15,9
GO,5218607,Rialma,3,1,1,,1,1,3,1,3,2,1,,1,2,1,2,4,2,2,1,4,2,2,1,2,2,1,3,7
GO,5218706,Rianápolis,,,,1,,,,,,,,,,,,1,,1,3,,3,4,2,2,1,2,3,4,4
GO,5218789,Rio Quente,1,,,1,,,,1,,,,,1,1,,,1,1,,1,,,,,1,1,1,3,
GO,5218805,Rio Verde,31,16,17,22,24,28,22,21,24,22,28,36,36,42,49,28,33,58,91,87,114,80,73,73,76,81,62,37,41
GO,5218904,Rubiataba,3,,,3,2,2,1,,2,1,,1,2,1,1,,2,,,2,1,2,3,3,3,3,1,1,2
GO,5219001,Sanclerlândia,1,,,,1,,,,,1,2,1,,,,2,,,,,,,,,2,1,2,1,
GO,5219100,Santa Bárbara de Goiás,,3,1,2,,,,,1,2,,,,1,2,,,1,,1,,1,4,2,,1,2,2,3
GO,5219209,Santa Cruz de Goiás,1,,,1,1,,,2,,1,,,1,,,,,,,1,,,1,,,1,,1,
GO,5219258,Santa Fé de Goiás,,,,,1,,1,,2,,,,1,,1,1,,,,,1,2,,1,1,3,,1,1
GO,5219308,Santa Helena de Goiás,3,5,4,8,6,4,6,4,2,2,7,6,9,5,9,6,7,11,16,12,22,19,12,18,11,19,5,8,5
GO,5219357,Santa Isabel,,,1,,1,,,,,,,,,1,,1,2,,,,,,,,,,,,
GO,5219407,Santa Rita do Araguaia,2,2,,,2,,,,,,,,1,1,1,,2,1,2,1,2,,1,2,4,4,2,1,1
GO,5219456,Santa Rita do Novo Destino,,,,,,,,,,1,1,2,1,1,,,2,1,1,,,,,,2,,1,,
GO,5219506,Santa Rosa de Goiás,,,1,,,,1,,,1,,2,1,,,,,1,,,,,1,1,,1,1,,
GO,5219605,Santa Tereza de Goiás,3,,,,1,,,1,,1,1,,,1,1,,,1,,,,,2,1,,2,,1,
GO,5219704,Santa Terezinha de Goiás,7,,6,3,,1,1,1,,2,3,1,4,,4,2,,2,2,3,,6,7,5,4,6,6,,2
GO,5219712,Santo Antônio da Barra,,,1,,,,,,,,,1,2,2,1,2,,1,1,1,1,2,1,1,1,,1,2,
GO,5219738,Santo Antônio de Goiás,,,,,,,,,,,,,1,,,1,,1,,2,2,,,,,,2,1,1
GO,5219753,Santo Antônio do Descoberto,4,14,12,14,34,13,7,8,24,34,27,24,31,21,32,26,37,43,38,48,48,59,36,48,56,42,27,32,30
GO,5219803,São Domingos,,,,2,,,1,1,1,2,2,3,2,1,1,2,3,3,3,3,1,1,,2,5,3,,2,
GO,5219902,São Francisco de Goiás,1,3,1,,3,1,,,2,,,1,1,1,1,,1,,1,1,1,3,4,,2,,1,1,1
GO,5220009,São João d'Aliança,,1,2,2,1,,1,,1,3,1,4,4,3,7,,5,4,2,2,2,1,3,2,3,4,1,,3
GO,5220058,São João da Paraúna,,,,,1,,,,,,,,,2,,1,,,1,,,1,,,1,,,,1
GO,5220108,São Luís de Montes Belos,3,2,1,,3,1,1,3,,4,,3,4,1,2,5,2,8,4,3,,2,3,4,2,6,2,8,19
GO,5220157,São Luíz do Norte,1,,1,,,,,1,2,1,,,,,,1,,,1,1,1,2,1,1,3,2,1,2,1
GO,5220207,São Miguel do Araguaia,1,2,5,6,2,3,2,1,5,1,5,1,,5,3,7,7,7,6,6,4,11,8,9,15,9,7,9,6
GO,5220264,São Miguel do Passa Quatro,,,,,,,,,,1,,,1,,1,,,,,,,3,,1,1,1,1,2,6
GO,5220280,São Patrício,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,2
GO,5220405,São Simão,,1,4,1,1,2,1,,1,2,3,3,1,3,1,1,1,3,3,3,6,8,7,4,5,5,5,3,2
GO,5220454,Senador Canedo,3,6,4,9,5,3,3,7,5,9,15,23,17,18,6,16,19,28,13,36,65,76,60,74,71,51,62,69,57
GO,5220504,Serranópolis,2,1,1,1,,1,,,,6,3,,1,3,3,2,4,4,2,6,1,3,3,1,3,2,1,,
GO,5220603,Silvânia,1,1,1,5,,,,1,2,1,1,1,5,,2,,5,,,2,2,4,2,1,5,2,7,2,5
GO,5220686,Simolândia,,,,,,1,3,2,,1,,2,1,2,,,2,1,2,2,2,1,3,1,4,6,2,2,
GO,5220702,Sítio d'Abadia,1,,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,
GO,5221007,Taquaral de Goiás,,1,1,1,2,,,,1,,,,,,1,1,,1,,1,1,2,1,,1,1,5,5,1
GO,5221080,Teresina de Goiás,,,1,,1,,,,,1,1,,1,3,,2,,1,,1,,,,2,3,1,1,,
GO,5221197,Terezópolis de Goiás,,,,,,,1,,,3,,1,1,3,,,1,,3,3,1,4,1,2,6,4,1,4,
GO,5221304,Três Ranchos,,,,,,,,,,,,,,2,,2,,1,,,,,2,2,,1,1,,2
GO,5221403,Trindade,8,5,4,6,11,4,5,6,6,7,16,21,27,14,39,28,14,12,9,15,56,81,50,82,65,70,82,57,70
GO,5221452,Trombas,,,,,,,,,,,,,1,1,,2,1,1,1,,,1,,,,4,,3,1
GO,5221502,Turvânia,,,,1,1,1,,,,,,1,,2,,,1,,,,,,1,1,2,,1,3,1
GO,5221551,Turvelândia,,1,,3,,,,,1,1,2,1,,,1,,1,1,2,,1,5,,4,,2,,,1
GO,5221577,Uirapuru,,,,,,,,,,,,,2,,1,,,1,1,1,,,,,,,1,,1
GO,5221601,Uruaçu,3,6,5,2,5,2,7,1,7,2,2,5,8,1,3,8,1,3,7,4,5,12,9,5,8,17,10,15,15
GO,5221700,Uruana,3,2,3,4,1,1,,,1,2,5,6,5,5,,4,5,5,7,5,4,4,3,6,7,7,6,1,7
GO,5221809,Urutaí,,,,2,,,,1,,,,,,1,,1,1,,,,,,,1,,,1,,
GO,5221858,Valparaíso de Goiás,,,,,,1,4,4,25,27,27,54,67,43,61,73,63,94,103,129,112,82,84,84,66,66,68,55,58
GO,5221908,Varjão,1,,,1,1,,1,2,1,1,1,,,,1,,,,1,1,,,,,2,,,,3
GO,5222005,Vianópolis,2,,3,1,1,1,2,,,1,,,1,,1,,3,1,2,1,2,2,4,2,2,2,2,1,3
GO,5222054,Vicentinópolis,3,2,,,,1,,1,,2,1,1,1,1,,,1,2,1,2,1,1,1,2,3,5,4,,2
GO,5222203,Vila Boa,,,,,,,1,,3,,5,3,4,2,,1,2,2,1,1,,1,,2,3,3,3,,5
GO,5222302,Vila Propício,,,,,,,,,1,2,,2,2,,1,2,,2,,1,1,2,1,1,,,2,,
MA,2100055,Açailândia,10,13,16,16,14,13,12,17,11,21,34,39,30,43,31,28,33,50,48,38,39,40,32,33,51,56,41,54,66
MA,2100105,Afonso Cunha,,,,,1,,,,,,,,,,,,,,,,,,,1,2,,1,,
MA,2100154,Água Doce do Maranhão,,,,,,,,,,,,,,2,,,1,1,2,,,,1,,,2,,,1
MA,2100204,Alcântara,,,,,,,2,,1,,,,,3,2,2,4,1,2,3,1,1,1,3,2,3,2,2,
MA,2100303,Aldeias Altas,3,,2,,,,,,,,1,,2,1,1,1,3,,3,3,6,4,3,8,8,8,3,4,4
MA,2100402,Altamira do Maranhão,,,,1,,,,,1,,,1,1,4,,,,3,1,,,3,,,,3,1,2,1
MA,2100436,Alto Alegre do Maranhão,,,,,,,1,1,1,,5,3,1,1,3,2,1,5,6,5,6,4,9,7,12,12,9,8,13
MA,2100477,Alto Alegre do Pindaré,,,,,,,,,,,,,3,8,7,6,3,3,7,3,7,6,3,6,6,8,2,6,3
MA,2100501,Alto Parnaíba,,,,,,,1,,,,1,,,,1,2,1,,1,1,,1,,,1,,1,1,1
MA,2100550,Amapá do Maranhão,,,,,,,,,,,,3,,,,,,1,1,1,,,1,3,1,2,2,2,2
MA,2100600,Amarante do Maranhão,,2,1,,,,,1,,,1,,,4,4,10,9,10,15,7,9,10,20,13,14,14,11,15,16
MA,2100709,Anajatuba,,,,,,,,,1,,,1,,1,3,2,1,1,3,3,1,,1,3,4,5,2,1,2
MA,2100808,Anapurus,1,1,,,,,,,,,,,,,1,2,1,,1,2,1,1,1,1,1,1,1,3,
MA,2100832,Apicum-Açu,,,,,,,,,,,,,,,,,4,3,,,5,1,1,2,11,4,3,1,4
MA,2100873,Araguanã,,,,,,,,,,,,1,,,,,1,1,,,,1,,4,,2,,,1
